Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
Berkeley,10.1016/j.geomorph.2010.10.024,"KLINGER RE, 2001, THESIS U COLORADO CO",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2009.10.021,"KLINK C, 1998, INFORME FINAL UNPUB",nan,nan,INFORME FINAL UNPUB,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2009.10.021,"Klink C., 1996, 24 ANN MIDW C AND AM",nan,nan,24 ANN MIDW C AND AM,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2009.10.021,"Klink C., 2007, KASAPATA ARCHAIC PER, P31",nan,nan,KASAPATA ARCHAIC PER,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2009.10.021,"Klink CJ, 2005, ADV TITICACA BASIN A, P13",nan,nan,ADV TITICACA BASIN A,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019GL082812,"KLINKER E, 1990, Q J ROY METEOR SOC, V116, P573",nan,nan,Quarterly Journal of the Royal Meteorological Society,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.asr.2015.11.004,"Klinkrad H., 2006, SPACE DEBRIS MODELS",nan,nan,SPACE DEBRIS MODELS,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/hess-16-1401-2012,"KLOCK GO, 1972, J SOIL WATER CONSERV, V27, P12",nan,nan,J SOIL WATER CONSERV,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/978-1-4614-3103-9_4,"Kloiber S. M., 2000, ARCH HYDROBIOL ADV L, V55, P137",nan,nan,ARCH HYDROBIOL ADV L,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015SW001318,"Klotz O., 1915, TELEGRAPH TELEPHONE, V33, P545",nan,nan,TELEGRAPH TELEPHONE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosres.2017.06.001,"Klugmann D., 1996, Contributions to Atmospheric Physics, V69, P247",nan,nan,Contributions to Atmospheric Physics,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s12665-011-1178-6,"Klute A., 1986, Methods of soil analysis. Part 1. Physical and mineralogical methods, P635",nan,nan,Methods of soil analysis. Part 1. Physical and mineralogical methods,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2011JD016032,"KNEER F, 1985, ASTRON ASTROPHYS, V144, P443",nan,nan,ASTRON ASTROPHYS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015SW001318,"Knipp D. J., 2015, SPACE WEATHER, DOI [10.1029/2015SW001317, DOI 10.1029/2015SW001317]",10.1029/2015SW001317,nan,SPACE WEATHER,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-17-1417-2017,"KNISKERN FE, 1991, GLOBAL PLANET CHANGE, V90, P207",nan,nan,GLOBAL PLANET CHANGE,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/9/10/104020,"Knittel C R, 2011, CLEANING BATHWATER B",nan,nan,CLEANING BATHWATER B,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"Knollenberg R, 1996, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s10980-011-9622-2,"KNOPF FL, 1986, WILDLIFE SOC B, V14, P132",nan,nan,WILDLIFE SOC B,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2018.06.066,"Knott J. M., 1985, 85157 USGS",nan,nan,85157 USGS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"KNOTT JR, 1998, THESIS U CALIFORNIA",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs70403986,"Knowles K., EASE GRID LAND OCEAN",nan,nan,,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s00410-014-1094-3,"Knox K, 2005, THESIS U COLORADO, P1",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Houston,10.1007/s13143-017-0057-9,"Knox RB, 1997, CLIN EXP ALLERGY, V27, P246",nan,nan,CLIN EXP ALLERGY,nan,nan,nan,nan,nan,nan
UCLA,10.1080/01431161.2010.550652,"KNUDSEN T., 2003, 20 KORT MATR",nan,nan,20 KORT MATR,nan,nan,nan,nan,nan,nan
UCLA,10.1080/01431161.2010.550652,"KNUDSEN T., 2004, 26 KORT MATR",nan,nan,26 KORT MATR,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Knust R, 2014, REPORTS POLAR MARINE, V680",nan,nan,REPORTS POLAR MARINE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.2010.17.6.389,"Ko H-Y, 1988, CENTRIFUGES SOIL MEC, P11",nan,nan,CENTRIFUGES SOIL MEC,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-3355-2016,"Ko M., 2013, SPARC REPORT LIFETIM",nan,nan,SPARC REPORT LIFETIM,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.orggeochem.2018.07.007,"Ko T., 2010, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs11040440,"Kobayashi M., 2017, P AIAA USU C SMALL S",nan,nan,P AIAA USU C SMALL S,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018JE005813,"Kobrick M., 2013, NASA SHUTTLE RADAR T",nan,nan,NASA SHUTTLE RADAR T,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/jbi.13199,"Koch Johannes, 2002, Anales del Instituto de la Patagonia Serie Ciencias Naturales, V30, P123",nan,nan,Anales del Instituto de la Patagonia Serie Ciencias Naturales,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jconhyd.2012.09.007,"Koch K, 2009, HYDROLOGICAL PROCESS, V23, P1397",nan,nan,HYDROLOGICAL PROCESS,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Koch R., 1926, Eclogae Geologicae Helvetiae, V19, P722",nan,nan,Eclogae Geologicae Helvetiae,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jas.2017.03.003,"Kocik C., 2012, J UNDERGRAD RES, V15, P1",nan,nan,J UNDERGRAD RES,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jsg.2014.07.021,"Kocks U. F., 2000, TEXTURE ANISOTROPY P",nan,nan,TEXTURE ANISOTROPY P,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/02724634.2014.880446,"Kocsis L, 2007, GEOL CARPATH, V58, P27",nan,nan,GEOL CARPATH,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018JE005813,"Kocurek G., 2011, TECHNICAL REPORT",nan,nan,TECHNICAL REPORT,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/acp-17-2103-2017,"KOENIG JQ, 1989, ENVIRON HEALTH PERSP, V79, P173, DOI 10.2307/3430546",10.2307/3430546,nan,ENVIRON HEALTH PERSP,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Koenig L, 2015, REMOTE SENSING OF THE CRYOSPHERE, P157",nan,nan,REMOTE SENSING OF THE CRYOSPHERE,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-17-1417-2017,"Koepke P., 1997, 243 MAZ PLANCK I MET",nan,nan,243 MAZ PLANCK I MET,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.13.00002,"Koerner G. R., 1990, P 4 INT C GEOT GEOM, P597",nan,nan,P 4 INT C GEOT GEOM,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-3799-2012,"Koffman B. G., 2012, P 8 INT S MICR UNPUB",nan,nan,P 8 INT S MICR UNPUB,nan,nan,nan,nan,nan,nan
Berkeley,10.1190/GEO2015-0176.1,"Kofman R., 2013, INFLUENCE COOLING HE",nan,nan,INFLUENCE COOLING HE,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KOHL B, 1985, B AM PALEONTOLOGY, V88",nan,nan,B AM PALEONTOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"Kohl B., 2001, INT S SNOWM REL PROB, P38",nan,nan,INT S SNOWM REL PROB,nan,nan,nan,nan,nan,nan
UCLA,10.1175/2011JCLI4070.1,"KOHLER M, 1999, THESIS U CALIFORNIA",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JCLI-D-12-00142.1,"KOHLER M, 1999, THESIS U CALIFORNIA",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.watres.2010.02.007,"Kohlweyer U, 2000, FEMS MICROBIOL LETT, V186, P301, DOI 10.1016/S0378-1097(00)00161-0",10.1016/S0378-1097(00)00161-0,nan,FEMS MICROBIOL LETT,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.03.012,"Kohn Matthew J., 2007, Paleobios, V27, P48",nan,nan,Paleobios,nan,nan,nan,nan,nan,nan
CUBoulder,10.3389/feart.2017.00010,"Kohnen H., 1973, J GLACIOL, V12, P101",nan,nan,Journal of Glaciology,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2009JD013440,"Kohonen T, 2001, SELF ORG MAPS",nan,nan,SELF ORG MAPS,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10040-015-1318-2,"KOHONEN T, 2001, SPRINGER SERIES INFO, V30, P1",nan,nan,SPRINGER SERIES INFO,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/cp-9-1271-2013,"Kohonen T., 2001, SELF ORGANIZING MAPS",nan,nan,SELF ORGANIZING MAPS,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-14-5115-2017,"Koide R. T., 1993, ADV PLANT PATHOL, V9, P33",nan,nan,ADV PLANT PATHOL,nan,nan,nan,nan,nan,nan
UCLA,10.5741/GEMS.51.3.222,"Koivula J. I., 1994, GEMS GEMOL, V30, P197",nan,nan,GEMS GEMOL,nan,nan,nan,nan,nan,nan
UCLA,10.5741/GEMS.51.3.222,"Koivula J. I., 2008, GEMS GEMOL, V44, P275",nan,nan,GEMS GEMOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00603-019-01857-x,"Kolke D, 2017, AERIAL VIEW DAMAGED",nan,nan,AERIAL VIEW DAMAGED,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2018JD029284,"Kolker A., 2012, US GEOLOGICAL SURVEY, V2012-3122, P1",nan,nan,US GEOLOGICAL SURVEY,nan,nan,nan,nan,nan,nan
Berkeley,10.3389/feart.2019.00250,"Kolzenburg S., 2018, ANN GEOPHYS, V61, P18",nan,nan,ANN GEOPHYS,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2010.02.006,"KOMAR PD, 1991, MAR MINING, V10, P171",nan,nan,MAR MINING,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"Komhyr W. D., 1986, ERLARL149 ECC NOAA",nan,nan,ERLARL149 ECC NOAA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"KOMHYR WD, 1969, ANN GEOPHYS, V25, P203",nan,nan,ANN GEOPHYS,nan,nan,nan,nan,nan,nan
UCLA,10.1109/TGRS.2015.2428197,"Komura R, 2004, INT GEOSCI REMOTE SE, P1577",nan,nan,INT GEOSCI REMOTE SE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"KONG MM, 1995, HEWLETTPACKARD J",nan,nan,HEWLETTPACKARD J,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.tecto.2009.06.002,"KONG X, 1996, TECTONIC EVOLUTION A, P18",nan,nan,TECTONIC EVOLUTION A,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/ppp.1754,"Kong XQ, 1999, APPL FINITE ELEMENT",nan,nan,APPL FINITE ELEMENT,nan,nan,nan,nan,nan,nan
UCLA,10.1111/gbi.12236,"Konhauser KO, 2004, AMBIO, V33, P552, DOI 10.1639/0044-7447(2004)033[0552:TMRIHS]2.0.CO;2",10.1639/0044-7447(2004)033[0552:TMRIHS]2.0.CO;2,nan,AMBIO,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Konig-Langlo G., 2006, 25 YEARS POLARSTERN, V0004",nan,nan,25 YEARS POLARSTERN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JAMC-D-18-0306.1,"Konig-Langlo G., 2009, UPPER AIR SOUNDINGS, DOI 10.1594/PANGAEA.849232",10.1594/PANGAEA.849232,nan,UPPER AIR SOUNDINGS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosres.2017.06.001,"Konishi H. H., 1992, P NIPR S POL MET GLA, V5, P97",nan,nan,P NIPR S POL MET GLA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"KONOVALOVA GV, 2000, [No title captured], V26, P42",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/01431161.2018.1523585,"Koo K., 2016, GYUNGNAM CITIZENS NE",nan,nan,GYUNGNAM CITIZENS NE,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2016SW001558,"Kooi J. E., 2016, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018SW002042,"KOONS HC, 2000, 6 SPAC CHARG TECHN C",nan,nan,6 SPAC CHARG TECHN C,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR011788,"Koplik J., 1985, CHEM ENG COMMUN, V26, P285",nan,nan,CHEM ENG COMMUN,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/JTECH-D-13-00224.1,"Koppe C., 1896, PHOTOGRAMMETRIE INT",nan,nan,PHOTOGRAMMETRIE INT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1502-3931.2010.00257.x,"Koppelhus E.B., 1989, PALYNOLOGY, V13, P91",nan,nan,PALYNOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Koppen W, 1923, KLIMATE ERDE GUNDRIS",nan,nan,KLIMATE ERDE GUNDRIS,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Korafeld M. H., 1931, Contr Dep Geol Stanford Univ, V1, P77",nan,nan,Contr Dep Geol Stanford Univ,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/tc-4-435-2010,"KOREISHA MM, 1991, GLACIATION VERKHOYAN",nan,nan,GLACIATION VERKHOYAN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"Korner C., 2003, ALPINE PLANT LIFE FU",nan,nan,ALPINE PLANT LIFE FU,nan,nan,nan,nan,nan,nan
UCLA,10.1111/j.1945-5100.2011.01176.x,"Korochantseva EV, 2006, METEORIT PLANET SCI, V41, pA99",nan,nan,METEORIT PLANET SCI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"Korsak M. N., 1992, RESULTS 3 JOINT US U, P215",nan,nan,RESULTS 3 JOINT US U,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/gi-8-129-2019,"Korver N., 2003, TECH REP",nan,nan,TECH REP,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"Koski W.R., 1988, ENV STUDIES",nan,nan,ENV STUDIES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"Koski William R., 1993, Society for Marine Mammalogy Special Publication, V2, P239",nan,nan,Society for Marine Mammalogy Special Publication,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"Koski William R., 2005, Journal of Cetacean Research and Management, V7, P33",nan,nan,Journal of Cetacean Research and Management,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB006786,"KOSTROV BV, 1988, CAMBRIDGE MONOGRAPH",nan,nan,CAMBRIDGE MONOGRAPH,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.coldregions.2014.02.005,"Kotlyakov V., 2002, LAND RESOURCES RUSSI",nan,nan,LAND RESOURCES RUSSI,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/tc-4-435-2010,"KOTLYAKOV VM, 1997, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.05.010,"Kottlowski F.E., 1960, RECONNAISSANCE GEOLO, P14",nan,nan,RECONNAISSANCE GEOLO,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/acp-17-2103-2017,"KOTZIAS D, TOXICOL ENV CHEM, V20, P95",nan,nan,V20,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10712-017-9425-3,"Koulakov I, 2006, GEOPHYS J INT, V167, P106, DOI 10.1111/j.1355-246X.2006.02949.x",10.1111/j.1355-246X.2006.02949.x,nan,GEOPHYS J INT,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2014GL062009,"Koval A, 2013, AIP CONF PROC, V1539, P211, DOI 10.1063/1.4811025",10.1063/1.4811025,Magnetic field turbulence spectra observed by the wind spacecraft,AIP CONF PROC,2013,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"Kovalev Alexander Vasilievich, 2003, Turkish Journal of Zoology, V27, P205",nan,nan,Turkish Journal of Zoology,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-019-00621-4,"Kowalsky MJ, 2000, ACI STRUCT J, V97, P388",nan,nan,ACI STRUCT J,nan,nan,nan,nan,nan,nan
UCLA,10.1002/ppp.1743,"Kozlenko N, 2000, ARCTIC, V53, P306",nan,nan,ARCTIC,nan,nan,nan,nan,nan,nan
UCLA,10.5741/GEMS.51.3.222,"KOZLOWSKI A, 1988, NEUES JB MINER ABH, V159, P23",nan,nan,NEUES JB MINER ABH,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-3083-2012,"KOZLOWSKI TT, 1997, PHYSL WOODY PLANTS",nan,nan,PHYSL WOODY PLANTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs71215880,"Krabill W.B., 2012, ICEBRIDGE KT 19 IR S",nan,nan,ICEBRIDGE KT 19 IR S,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.gca.2013.01.011,"KRACHER A, 1985, J GEOPHYS RES-SOLID, V90, pD123",nan,nan,Journal of Geophysical Research Solid Earth,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"Kraenzel C. E, 1955, GREAT PLAINS TRANSIT",nan,nan,GREAT PLAINS TRANSIT,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/BF03402337,"KRAGTEN J, 1978, ATLAS METAL LIGAND E",nan,nan,ATLAS METAL LIGAND E,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.05.010,"Krainer K, 2003, RIV ITAL PALEONTOL S, V109, P3",nan,nan,RIV ITAL PALEONTOL S,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.05.010,"Krainer K, 2009, RIV ITAL PALEONTOL S, V115, P3",nan,nan,RIV ITAL PALEONTOL S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.catena.2016.06.042,"Krainer K, 2012, AUSTRIAN J EARTH SCI, V105, P32",nan,nan,AUSTRIAN J EARTH SCI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2018JD029849,"Kramer M, 2009, ATMOS CHEM PHYS, V9, P3505",nan,nan,Atmospheric Chemistry and Physics,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-13-4393-2013,"Kramer M, 2009, ATMOS CHEM PHYS, V9, P3505",nan,nan,Atmospheric Chemistry and Physics,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2014JD022457,"Kramer M, 2009, ATMOS CHEM PHYS, V9, P3505",nan,nan,Atmospheric Chemistry and Physics,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-6-1461-2013,"Kramer M, 2009, ATMOS CHEM PHYS, V9, P3505",nan,nan,Atmospheric Chemistry and Physics,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-14-5115-2017,"Kramer PJ, 1995, WATER RELATIONS PLAN",nan,nan,WATER RELATIONS PLAN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)GT.1943-5606.0001346,"Kramer S. L., 2004, CHAPTER4 EARTHQUAKE",nan,nan,CHAPTER4 EARTHQUAKE,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2016.09.025,"KRAMER S.L., 1996, GEOTECHNICAL EARTHQU",nan,nan,GEOTECHNICAL EARTHQU,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2018.03.001,"Kramer SL, 1996, GEOTECHNICAL EARTHQU",nan,nan,GEOTECHNICAL EARTHQU,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)GT.1943-5606.0001346,"Kramer SL, 1996, GEOTECHNICAL EARTHQU",nan,nan,GEOTECHNICAL EARTHQU,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2018.03.001,"Kramer SL, 2015, P 6 INT C EARTHQ GEO",nan,nan,P 6 INT C EARTHQ GEO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.watres.2016.08.034,"Krasner S. W, 2008, CONTRIBUTION WASTEWA",nan,nan,CONTRIBUTION WASTEWA,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-19-10191-2019,"Krasnopolsky VM, 2013, ADV ARTIFICIAL NEURA, V2013, P1",nan,nan,ADV ARTIFICIAL NEURA,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2012JE004082,"Kraus R. G, 2012, P LUNAR PLANET SCI C, V43",nan,nan,P LUNAR PLANET SCI C,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-423-2016,"KRAUS S, 2006, THESIS U MANNHEIM MA",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-18-15451-2018,"Kraus S., 2006, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-3893-2016,"Kraus S., 2006, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.marpetgeo.2015.07.012,"Krause S., 2013, BIOGEOSCI DISC, V10, P8159",nan,nan,BIOGEOSCI DISC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1177/0959683618788701,"Krawczyk DW, 2016, PALEOCEANOGRAPHY, V31, P1",nan,nan,PALEOCEANOGRAPHY,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00410-013-0873-6,"Krawczynski MJ, 2009, LUNAR PLANET SCI, VXL",nan,nan,LUNAR PLANET SCI,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"Krawinkler H, 2000, CUREE CALTECH WOODFR",nan,nan,CUREE CALTECH WOODFR,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KRBFTF (Klamath River Basin Fisheries Task Force), 1990, KLAM RIV BAS FISH TA",nan,nan,KLAM RIV BAS FISH TA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KRBFTF (Klamath River Basin Fisheries Task Force), 1990, LONG RANGE PLAN",nan,nan,LONG RANGE PLAN,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KRBFTF (Klamath River Basin Fisheries Task Force), 2002, SALM RIV SUBB REST S",nan,nan,SALM RIV SUBB REST S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-45.3.396,"Krear H. R., 1965, THESIS U COLORADO BO",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR010657,"Krein A., 2007, P 42 UK C HUM RESP V, P21",nan,nan,P 42 UK C HUM RESP V,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/tc-4-435-2010,"Krenke A. N., 1982, MASS EXCHANGE GLACIE",nan,nan,MASS EXCHANGE GLACIE,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Krenke A. N., 1997, 34 SELECTED PAPERS M, P132",nan,nan,34 SELECTED PAPERS M,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018JE005813,"Kreslavsky M. A., 2015, LUNAR PLANET SCI, V46, P2848",nan,nan,LUNAR PLANET SCI,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018JE005813,"Kreslavsky MA, 2000, J GEOPHYS RES, V105, P26695",nan,nan,Journal of Geophysical Research,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Kreutz K. J., 1999, SCIENCE, V511, P105",nan,nan,SCIENCE,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR011016,"Kriebel D, 2001, ENVIRON HEALTH PERSP, V109, P871, DOI 10.2307/3454986",10.2307/3454986,nan,ENVIRON HEALTH PERSP,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2012JC008372,"KRISHNA VVG, 1993, INDIAN J MAR SCI, V22, P8",nan,nan,INDIAN J MAR SCI,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-17-1417-2017,"Krishnamurti T. N., 1996, INTRO NUMERICAL WEAT",nan,nan,INTRO NUMERICAL WEAT,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"Kroeber AL, 1916, ANTHROPOL PAP AM MUS, V18, P3",nan,nan,ANTHROPOL PAP AM MUS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017EA000296,"Kroese D. P., 2011, HDB MONTE CARLO METH",nan,nan,HDB MONTE CARLO METH,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2017GL075933,"Kroese D. P., 2011, HDB MONTE CARLO METH",nan,nan,HDB MONTE CARLO METH,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.orggeochem.2019.02.008,"Kroger B., 2017, AM MUS NOVIT, V3882, P1",nan,nan,AM MUS NOVIT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"KROMM DE, 1992, [No title captured], P1",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jastp.2012.08.014,"Kronberg PP, 2001, AIP CONF PROC, V558, P451",nan,nan,AIP CONF PROC,nan,nan,nan,nan,nan,nan
UCLA,10.1130/L640.1,"KRONER A, 2001, 4 INT ARCH S AGSO GE, P327",nan,nan,4 INT ARCH S AGSO GE,nan,nan,nan,nan,nan,nan
UCLA,10.1130/L640.1,"Kroner A., 2013, ACTA GEOL SINICA, V79, P605",nan,nan,ACTA GEOL SINICA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.gca.2013.01.011,"Krot AN, 2005, TREATISE GEOCHEM, V1, P83",nan,nan,TREATISE GEOCHEM,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-15-5405-2015,"Krueger F. J., 1974, THESIS U STELLENBOSC",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agwat.2014.09.003,"Kruger I., 1995, AUSTR PIG HOUSING SE",nan,nan,AUSTR PIG HOUSING SE,nan,nan,nan,nan,nan,nan
CUBoulder,10.2113/econgeo.109.5.1179,"KRUSE FA, 1990, PHOTOGRAMM ENG REM S, V56, P83",nan,nan,PHOTOGRAMM ENG REM S,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10712-013-9260-0,"Krylov A.N., 1931, IZV AKAD NAUK SSS FM, V7, P491",nan,nan,IZV AKAD NAUK SSS FM,nan,nan,nan,nan,nan,nan
UCLA,10.1021/cg401647f,"Kubaschewski O., 1993, MAT THERMOCHEMISTRY",nan,nan,MAT THERMOCHEMISTRY,nan,nan,nan,nan,nan,nan
